listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category
355,178,Nigeria,Port Harcourt,Solid,Scrap Metal,404.19,High,,28,Unmatched,285.52,Open,6.75,2025-12-14 05:59:59,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
356,178,Nigeria,Port Harcourt,Organic,Market Waste,462.35,Medium,,2,Matched,349.66,Open,5.58,2026-01-11 02:29:46,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
357,179,Nigeria,Ibadan,Solid,Scrap Metal,191.32,High,,47,Unmatched,53.64,Open,7.4,2026-02-06 11:17:59,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
358,179,Nigeria,Ibadan,Organic,Market Waste,191.0,Low,,4,Matched,146.13,Open,5.89,2025-11-16 02:32:09,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
359,180,Nigeria,Port Harcourt,Liquid,Used Cooking Oil,360.76,High,,6,Unmatched,60.63,In Progress,11.87,2026-01-27 22:20:50,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
360,180,Nigeria,Port Harcourt,Organic,Agricultural Residue,476.27,Low,,46,Unmatched,149.13,Open,6.6,2026-02-26 20:14:33,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
361,181,Kenya,Nakuru,Organic,Food Scraps,114.41,Medium,,54,Matched,74.88,Closed,6.67,2025-12-11 17:27:45,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
362,181,Kenya,Nakuru,Organic,Agricultural Residue,441.76,Low,,40,Matched,129.29,In Progress,5.58,2025-10-30 09:07:29,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
363,182,Kenya,Eldoret,Liquid,Greywater,88.05,Medium,,5,Matched,34.74,Open,9.26,2026-01-02 01:54:48,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
364,182,Kenya,Eldoret,Organic,Agricultural Residue,173.97,High,,11,Unmatched,147.37,In Progress,6.69,2025-12-04 14:33:03,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
365,183,Kenya,Nakuru,Liquid,Used Cooking Oil,488.17,Medium,,54,Unmatched,151.82,Closed,4.71,2025-11-11 22:43:21,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
366,183,Kenya,Nakuru,Organic,Market Waste,416.72,Low,,4,Matched,362.1,Open,6.42,2026-03-01 14:46:16,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
367,184,Kenya,Mombasa,Liquid,Greywater,375.72,High,,40,Unmatched,98.85,Open,11.23,2025-12-08 14:55:27,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
368,184,Kenya,Mombasa,Organic,Agricultural Residue,482.42,High,,56,Unmatched,364.31,Open,5.96,2025-10-23 04:16:48,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
369,185,Kenya,Nairobi,Liquid,Used Cooking Oil,490.77,Medium,,55,Unmatched,107.89,Closed,6.94,2026-03-01 21:20:00,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
370,185,Kenya,Nairobi,Organic,Market Waste,256.19,Medium,,1,Unmatched,104.55,Open,6.78,2025-09-30 00:52:49,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
371,186,Kenya,Eldoret,Organic,Food Scraps,161.71,Low,,43,Unmatched,97.88,In Progress,6.73,2026-03-09 06:20:13,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
372,186,Kenya,Eldoret,Liquid,Septage/Sewage,392.38,Medium,,34,Matched,141.86,In Progress,9.6,2026-02-26 20:05:38,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
373,187,Kenya,Mombasa,Organic,Food Scraps,254.51,Medium,,25,Matched,148.08,Closed,6.59,2026-02-19 08:06:10,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
374,187,Kenya,Mombasa,Organic,Agricultural Residue,282.61,High,,23,Unmatched,187.44,In Progress,6.89,2025-12-17 21:17:34,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
375,188,Nigeria,Kano,Organic,Food Scraps,93.5,High,,57,Matched,74.07,In Progress,5.98,2026-03-17 20:55:03,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
376,188,Nigeria,Kano,Organic,Agricultural Residue,369.72,Medium,,60,Unmatched,265.29,In Progress,5.18,2026-01-26 09:27:31,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
377,189,Nigeria,Ibadan,Liquid,Septage/Sewage,376.87,High,,45,Unmatched,94.07,Open,6.94,2025-11-26 20:52:45,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
378,189,Nigeria,Ibadan,Liquid,Greywater,41.75,Low,,27,Matched,12.28,In Progress,10.19,2025-10-21 08:03:51,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
379,190,Nigeria,Kano,Organic,Agricultural Residue,133.51,Medium,,5,Unmatched,52.23,Open,6.23,2025-09-19 00:03:52,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
380,190,Nigeria,Kano,Liquid,Industrial Effluent,335.99,Low,,43,Matched,74.75,Open,3.16,2026-01-25 10:17:11,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
381,191,Kenya,Kisumu,Organic,Agricultural Residue,15.2,Low,,37,Unmatched,5.14,In Progress,5.86,2025-12-20 23:43:32,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
382,191,Kenya,Kisumu,Organic,Market Waste,466.62,High,,7,Matched,215.5,In Progress,6.19,2026-01-25 00:40:13,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
383,192,Kenya,Nairobi,Organic,Agricultural Residue,69.53,Low,,28,Matched,14.41,In Progress,5.92,2025-10-06 22:36:53,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
384,192,Kenya,Nairobi,Organic,Market Waste,417.54,Low,,1,Unmatched,298.4,Closed,5.91,2025-12-02 11:41:43,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
385,193,Kenya,Eldoret,Liquid,Septage/Sewage,281.26,Medium,,7,Unmatched,55.14,In Progress,3.79,2025-12-10 13:58:41,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
386,193,Kenya,Eldoret,Liquid,Industrial Effluent,246.29,Medium,,39,Matched,30.05,In Progress,2.46,2025-12-27 00:15:41,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
387,194,Nigeria,Port Harcourt,Liquid,Septage/Sewage,96.67,Medium,,14,Matched,34.47,Closed,9.6,2026-01-22 09:32:08,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
388,194,Nigeria,Port Harcourt,Others,Miscellaneous,300.02,Medium,,48,Unmatched,84.3,Open,6.65,2026-01-25 21:17:01,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
389,195,Kenya,Nairobi,Solid,PET Bottles,272.02,Medium,,58,Matched,281.58,In Progress,6.7,2025-10-03 00:38:04,2,5,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
390,195,Kenya,Nairobi,Organic,Livestock Manure,387.48,High,,30,Unmatched,295.2,In Progress,5.69,2025-10-09 16:04:25,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
391,196,Kenya,Mombasa,Solid,Textiles/Used Clothing,425.21,High,,50,Matched,144.83,Open,7.49,2025-10-14 08:37:10,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
392,196,Kenya,Mombasa,Organic,Agricultural Residue,208.45,High,,1,Matched,99.8,Open,5.26,2025-12-02 04:25:59,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
393,197,Kenya,Nairobi,Organic,Food Scraps,250.54,Low,,46,Matched,202.94,In Progress,6.32,2025-12-03 07:31:22,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
394,197,Kenya,Nairobi,Liquid,Septage/Sewage,205.13,Low,,40,Unmatched,75.59,Open,4.41,2026-01-29 11:35:09,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
395,198,Nigeria,Abuja,Liquid,Septage/Sewage,315.15,Medium,,28,Unmatched,115.88,In Progress,5.18,2026-01-09 04:40:28,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
396,198,Nigeria,Abuja,Organic,Livestock Manure,290.54,Medium,,13,Unmatched,232.13,Closed,6.75,2025-10-06 06:32:16,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
397,199,Kenya,Mombasa,Liquid,Septage/Sewage,36.63,Low,,60,Matched,8.95,In Progress,9.81,2026-02-07 11:48:09,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
398,199,Kenya,Mombasa,Liquid,Septage/Sewage,313.23,Medium,,59,Matched,29.67,In Progress,3.78,2026-03-15 04:38:37,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
399,200,Nigeria,Ibadan,Organic,Agricultural Residue,141.43,High,,56,Unmatched,108.89,In Progress,6.23,2026-03-08 19:29:33,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
400,200,Nigeria,Ibadan,Liquid,Greywater,410.44,Low,,49,Matched,149.57,Closed,7.36,2025-10-19 06:47:07,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
401,201,Nigeria,Port Harcourt,Others,Construction debris,323.46,Medium,,16,Matched,70.24,Closed,6.94,2025-09-29 02:03:02,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
402,201,Nigeria,Port Harcourt,Others,Textiles,380.67,Low,,54,Unmatched,144.89,Open,6.78,2025-11-26 03:29:23,4,14,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
403,202,Nigeria,Port Harcourt,Organic,Market Waste,271.5,High,,18,Matched,222.37,In Progress,6.39,2025-10-25 04:17:17,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
404,202,Nigeria,Port Harcourt,Organic,Livestock Manure,315.67,Medium,,41,Unmatched,257.64,In Progress,5.01,2025-11-21 06:36:58,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
405,203,Nigeria,Port Harcourt,Liquid,Industrial Effluent,412.5,Medium,,34,Matched,49.7,Open,2.58,2025-10-25 09:46:25,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
406,203,Nigeria,Port Harcourt,Organic,Food Scraps,233.17,Low,,21,Matched,42.71,Open,5.53,2026-01-10 01:11:48,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
407,204,Nigeria,Abuja,Liquid,Industrial Effluent,67.95,Medium,,14,Matched,12.58,In Progress,8.23,2026-02-27 09:56:27,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
408,204,Nigeria,Abuja,Solid,Scrap Metal,98.18,Medium,,21,Matched,74.67,Open,6.81,2025-12-04 00:36:06,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
409,205,Nigeria,Kano,Organic,Market Waste,178.79,Low,,24,Matched,121.45,In Progress,5.45,2025-10-10 08:35:29,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
410,205,Nigeria,Kano,Organic,Food Scraps,191.2,Low,,6,Matched,56.03,In Progress,5.11,2025-10-31 17:43:46,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
411,206,Nigeria,Kano,Liquid,Septage/Sewage,280.9,Medium,,14,Matched,87.15,Open,6.74,2026-02-26 06:20:59,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
412,206,Nigeria,Kano,Liquid,Used Cooking Oil,321.2,Low,,7,Matched,102.65,In Progress,2.88,2025-12-07 23:44:36,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
413,207,Kenya,Eldoret,Organic,Livestock Manure,359.46,Medium,,18,Unmatched,228.26,In Progress,6.65,2026-02-04 08:09:27,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
414,207,Kenya,Eldoret,Organic,Market Waste,219.63,Low,,31,Unmatched,166.39,Open,6.21,2025-12-22 10:30:00,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
415,208,Nigeria,Abuja,Liquid,Greywater,81.25,High,,17,Unmatched,29.73,Closed,9.74,2025-11-09 14:28:04,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
416,208,Nigeria,Abuja,Organic,Livestock Manure,238.08,Low,,24,Matched,203.25,Closed,6.22,2026-02-12 00:47:02,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
417,209,Nigeria,Port Harcourt,Liquid,Septage/Sewage,305.34,Low,,52,Matched,64.76,In Progress,5.75,2026-02-02 01:36:01,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
418,209,Nigeria,Port Harcourt,Organic,Food Scraps,82.87,Low,,55,Unmatched,43.39,Open,6.66,2026-02-12 06:10:02,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
419,210,Kenya,Kisumu,Solid,Scrap Metal,77.08,Low,,25,Unmatched,36.37,Closed,6.81,2026-01-07 12:24:56,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
420,210,Kenya,Kisumu,Liquid,Septage/Sewage,221.03,Medium,,6,Unmatched,65.64,In Progress,4.08,2026-01-09 19:05:15,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
421,211,Nigeria,Lagos,Liquid,Greywater,484.68,High,,36,Matched,96.6,In Progress,8.93,2025-11-08 12:37:25,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
422,211,Nigeria,Lagos,Organic,Agricultural Residue,379.53,Low,,51,Matched,172.56,In Progress,6.17,2026-02-10 09:06:19,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
423,212,Kenya,Mombasa,Organic,Agricultural Residue,312.51,Medium,,49,Matched,110.22,Open,6.16,2026-02-16 19:46:52,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
424,212,Kenya,Mombasa,Organic,Livestock Manure,13.84,Low,,34,Matched,10.59,Open,5.31,2026-02-19 01:20:07,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
425,213,Nigeria,Abuja,Organic,Agricultural Residue,289.3,Low,,46,Matched,57.72,In Progress,5.01,2026-01-19 12:56:56,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
426,213,Nigeria,Abuja,Organic,Market Waste,136.67,Medium,,59,Unmatched,100.84,Open,5.05,2025-12-03 05:42:39,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
427,214,Nigeria,Port Harcourt,Liquid,Industrial Effluent,220.08,Low,,3,Matched,63.55,In Progress,5.03,2025-11-24 16:00:43,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
428,214,Nigeria,Port Harcourt,Organic,Livestock Manure,243.55,Medium,,2,Unmatched,79.36,In Progress,6.01,2025-12-17 21:59:22,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
429,215,Nigeria,Abuja,Organic,Livestock Manure,497.83,Low,,13,Matched,367.27,Closed,5.39,2026-01-23 23:25:06,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
430,215,Nigeria,Abuja,Liquid,Industrial Effluent,31.15,Low,,35,Matched,10.44,Closed,6.6,2026-01-11 15:25:58,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
431,216,Kenya,Nakuru,Organic,Livestock Manure,254.99,Medium,,60,Unmatched,64.12,In Progress,6.26,2025-12-04 01:19:19,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
432,216,Kenya,Nakuru,Organic,Food Scraps,11.56,High,,54,Matched,8.98,Closed,6.01,2025-12-19 14:33:54,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
433,217,Nigeria,Abuja,Organic,Food Scraps,268.43,Low,,57,Unmatched,173.73,Closed,6.97,2025-12-24 19:50:33,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
434,217,Nigeria,Abuja,Solid,LDPE 'Sachet' Water Bags,291.25,Medium,,44,Matched,321.4,In Progress,6.51,2025-11-09 16:12:10,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
435,218,Nigeria,Kano,Liquid,Greywater,88.22,Medium,,11,Unmatched,31.49,Closed,7.88,2025-10-15 03:17:29,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
436,218,Nigeria,Kano,Organic,Agricultural Residue,256.75,High,,9,Matched,171.48,Open,5.05,2026-02-12 15:36:56,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
437,219,Kenya,Mombasa,Solid,LDPE 'Sachet' Water Bags,59.42,Medium,,8,Matched,41.17,Closed,7.11,2025-12-13 19:13:47,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
438,219,Kenya,Mombasa,Organic,Agricultural Residue,270.27,High,,57,Unmatched,168.87,Open,5.53,2025-10-07 11:57:56,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
